"sample_id","coll_date","bap","WAVE","freq"
"2562",2205,"9/18/2001",7.18,"Heptageniidae",4
"2563",2206,"9/18/2001",6.99,"Athericidae",1
"2564",2206,"9/18/2001",6.99,"Philopotamidae",1
"2565",2206,"9/18/2001",6.99,"Isonychiidae",1
"2566",2206,"9/18/2001",6.99,"Corydalidae",1
"2567",2206,"9/18/2001",6.99,"Perlidae",1
"2568",2206,"9/18/2001",6.99,"Psephenidae",1
"2569",2206,"9/18/2001",6.99,"Heptageniidae",1
"2570",2206,"9/18/2001",6.99,"Leptophlebiidae",1
"2571",2212,"9/19/2001",9.26,"Perlidae",2
"2572",2212,"9/19/2001",9.26,"Athericidae",1
"2573",2212,"9/19/2001",9.26,"Baetiscidae",1
"2574",2212,"9/19/2001",9.26,"Brachycentridae",1
"2575",2212,"9/19/2001",9.26,"Philopotamidae",1
"2576",2212,"9/19/2001",9.26,"Corydalidae",1
"2577",2212,"9/19/2001",9.26,"Heptageniidae",2
"2578",2212,"9/19/2001",9.26,"Helicopsychidae",1
"2579",2212,"9/19/2001",9.26,"Isonychiidae",1
"2580",2212,"9/19/2001",9.26,"Lepidostomatidae",1
"2581",2212,"9/19/2001",9.26,"Polycentropodidae",1
"2582",2212,"9/19/2001",9.26,"Rhyacophilidae",1
"2583",2212,"9/19/2001",9.26,"Leptohyphidae",1
"2584",2212,"9/19/2001",9.26,"Gomphidae",1
"2585",2214,"9/19/2001",7.03,"Philopotamidae",1
"2586",2214,"9/19/2001",7.03,"Isonychiidae",1
"2587",2214,"9/19/2001",7.03,"Polycentropodidae",1
"2588",2214,"9/19/2001",7.03,"Heptageniidae",2
"2589",2214,"9/19/2001",7.03,"Ephemerellidae",1
"2590",2225,"8/1/2001",6.59,"Nemouridae",1
"2591",2225,"8/1/2001",6.59,"Lepidostomatidae",1
"2592",2225,"8/1/2001",6.59,"Leuctridae",1
"2593",2225,"8/1/2001",6.59,"Leptophlebiidae",1
"2594",2225,"8/1/2001",6.59,"Polycentropodidae",1
"2595",2225,"8/1/2001",6.59,"Rhyacophilidae",1
"2596",2225,"8/1/2001",6.59,"Chloroperlidae",1
"2597",2228,"9/18/2001",7.82,"Perlidae",1
"2598",2228,"9/18/2001",7.82,"Philopotamidae",1
"2599",2228,"9/18/2001",7.82,"Heptageniidae",2
"2600",2228,"9/18/2001",7.82,"Corydalidae",1
"2601",2228,"9/18/2001",7.82,"Rhyacophilidae",1
"2602",2228,"9/18/2001",7.82,"Peltoperlidae",1
"2603",2228,"9/18/2001",7.82,"Gomphidae",1
"2604",2228,"9/18/2001",7.82,"Leuctridae",1
"2605",2229,"7/31/2001",7.34,"Perlidae",2
"2606",2229,"7/31/2001",7.34,"Athericidae",1
"2607",2229,"7/31/2001",7.34,"Philopotamidae",2
"2608",2229,"7/31/2001",7.34,"Heptageniidae",2
"2609",2229,"7/31/2001",7.34,"Isonychiidae",1
"2610",2229,"7/31/2001",7.34,"Leuctridae",1
"2611",2229,"7/31/2001",7.34,"Corydalidae",1
"2612",2232,"9/11/2001",6.28,"Philopotamidae",2
"2613",2232,"9/11/2001",6.28,"Isonychiidae",1
"2614",2232,"9/11/2001",6.28,"Polycentropodidae",1
"2615",2232,"9/11/2001",6.28,"Psephenidae",1
"2616",2232,"9/11/2001",6.28,"Heptageniidae",1
"2617",2245,"7/2/2001",7.2,"Perlidae",1
"2618",2245,"7/2/2001",7.2,"Ephemerellidae",2
"2619",2245,"7/2/2001",7.2,"Psephenidae",1
"2620",2245,"7/2/2001",7.2,"Rhyacophilidae",1
"2621",2245,"7/2/2001",7.2,"Leptohyphidae",1
"2622",2251,"7/3/2001",5.98,"Hydroptilidae",1
"2623",2251,"7/3/2001",5.98,"Heptageniidae",1
"2624",2251,"7/3/2001",5.98,"Psephenidae",1
"2625",2254,"7/2/2001",6.25,"Perlidae",1
"2626",2254,"7/2/2001",6.25,"Athericidae",1
"2627",2254,"7/2/2001",6.25,"Isonychiidae",1
"2628",2254,"7/2/2001",6.25,"Heptageniidae",1
"2629",2254,"7/2/2001",6.25,"Leuctridae",1
"2630",2257,"8/28/2001",6.81,"Potamanthidae",1
"2631",2257,"8/28/2001",6.81,"Caenidae",2
"2632",2257,"8/28/2001",6.81,"Philopotamidae",1
"2633",2257,"8/28/2001",6.81,"Heptageniidae",2
"2634",2266,"8/29/2001",5.62,"Caenidae",1
"2635",2266,"8/29/2001",5.62,"Heptageniidae",1
"2636",2266,"8/29/2001",5.62,"Leptohyphidae",1
"2637",2267,"8/28/2001",6.7,"Athericidae",1
"2638",2267,"8/28/2001",6.7,"Caenidae",1
"2639",2267,"8/28/2001",6.7,"Philopotamidae",1
"2640",2267,"8/28/2001",6.7,"Heptageniidae",1
"2641",2269,"8/29/2001",7.34,"Perlidae",1
"2642",2269,"8/29/2001",7.34,"Caenidae",1
"2643",2269,"8/29/2001",7.34,"Helicopsychidae",1
"2644",2269,"8/29/2001",7.34,"Heptageniidae",1
"2645",2269,"8/29/2001",7.34,"Leptohyphidae",1
"2646",2273,"8/30/2001",5.43,"Isonychiidae",1
"2647",2273,"8/30/2001",5.43,"Psephenidae",1
"2648",2273,"8/30/2001",5.43,"Heptageniidae",1
"2649",2278,"8/29/2001",5.3,"Philopotamidae",1
"2650",2278,"8/29/2001",5.3,"Helicopsychidae",1
"2651",2278,"8/29/2001",5.3,"Isonychiidae",1
"2652",2278,"8/29/2001",5.3,"Psephenidae",1
"2653",2278,"8/29/2001",5.3,"Heptageniidae",1
"2654",2300,"9/12/2001",5.69,"Perlidae",1
"2655",2300,"9/12/2001",5.69,"Philopotamidae",1
"2656",2300,"9/12/2001",5.69,"Corydalidae",1
"2657",2300,"9/12/2001",5.69,"Heptageniidae",2
"2658",2301,"9/11/2001",8.13,"Philopotamidae",1
"2659",2301,"9/11/2001",8.13,"Isonychiidae",1
"2660",2301,"9/11/2001",8.13,"Perlidae",1
"2661",2301,"9/11/2001",8.13,"Psephenidae",1
"2662",2301,"9/11/2001",8.13,"Heptageniidae",1
"2663",2301,"9/11/2001",8.13,"Leptophlebiidae",1
"2664",2306,"9/12/2001",8.19,"Athericidae",1
"2665",2306,"9/12/2001",8.19,"Caenidae",1
"2666",2306,"9/12/2001",8.19,"Philopotamidae",2
"2667",2306,"9/12/2001",8.19,"Helicopsychidae",1
"2668",2306,"9/12/2001",8.19,"Isonychiidae",1
"2669",2306,"9/12/2001",8.19,"Corydalidae",1
"2670",2306,"9/12/2001",8.19,"Psephenidae",1
"2671",2306,"9/12/2001",8.19,"Heptageniidae",3
"2672",2309,"9/11/2001",7.47,"Philopotamidae",1
"2673",2309,"9/11/2001",7.47,"Isonychiidae",1
"2674",2309,"9/11/2001",7.47,"Leptophlebiidae",1
"2675",2309,"9/11/2001",7.47,"Psephenidae",1
"2676",2309,"9/11/2001",7.47,"Odontoceridae",1
"2677",2309,"9/11/2001",7.47,"Leptohyphidae",1
"2678",2309,"9/11/2001",7.47,"Ephemerellidae",1
"2679",2309,"9/11/2001",7.47,"Perlidae",1
"2680",2310,"9/11/2001",7.77,"Perlidae",1
"2681",2310,"9/11/2001",7.77,"Helicopsychidae",1
"2682",2310,"9/11/2001",7.77,"Isonychiidae",1
"2683",2310,"9/11/2001",7.77,"Corydalidae",1
"2684",2310,"9/11/2001",7.77,"Gomphidae",1
"2685",2310,"9/11/2001",7.77,"Psephenidae",1
"2686",2310,"9/11/2001",7.77,"Pteronarcidae",1
"2687",2310,"9/11/2001",7.77,"Heptageniidae",1
"2688",2310,"9/11/2001",7.77,"Ephemerellidae",1
"2689",2310,"9/11/2001",7.77,"Leptophlebiidae",1
"2690",2334,"9/11/2001",6.05,"Athericidae",1
"2691",2334,"9/11/2001",6.05,"Philopotamidae",2
"2692",2334,"9/11/2001",6.05,"Psephenidae",1
"2693",2334,"9/11/2001",6.05,"Heptageniidae",1
"2694",2346,"9/12/2001",5.87,"Caenidae",1
"2695",2346,"9/12/2001",5.87,"Philopotamidae",1
"2696",2346,"9/12/2001",5.87,"Corydalidae",1
"2697",2346,"9/12/2001",5.87,"Heptageniidae",2
"2698",2346,"9/12/2001",5.87,"Leptophlebiidae",1
"2699",2347,"9/12/2001",5.7,"Philopotamidae",1
"2700",2347,"9/12/2001",5.7,"Hydroptilidae",1
"2701",2347,"9/12/2001",5.7,"Isonychiidae",1
"2702",2347,"9/12/2001",5.7,"Psephenidae",1
"2703",2347,"9/12/2001",5.7,"Heptageniidae",2
"2704",2356,"8/8/2001",8.72,"Perlidae",2
"2705",2356,"8/8/2001",8.72,"Athericidae",1
"2706",2356,"8/8/2001",8.72,"Philopotamidae",2
"2707",2356,"8/8/2001",8.72,"Hydroptilidae",1
"2708",2356,"8/8/2001",8.72,"Isonychiidae",1
"2709",2356,"8/8/2001",8.72,"Heptageniidae",3
"2710",2356,"8/8/2001",8.72,"Corydalidae",1
"2711",2356,"8/8/2001",8.72,"Psephenidae",1
"2712",2356,"8/8/2001",8.72,"Ephemerellidae",1
"2713",2358,"8/7/2001",8.27,"Philopotamidae",2
"2714",2358,"8/7/2001",8.27,"Heptageniidae",3
"2715",2358,"8/7/2001",8.27,"Isonychiidae",1
"2716",2358,"8/7/2001",8.27,"Perlidae",1
"2717",2358,"8/7/2001",8.27,"Leptophlebiidae",1
"2718",2363,"8/8/2001",6.33,"Hydroptilidae",1
"2719",2363,"8/8/2001",6.33,"Psephenidae",1
"2720",2368,"8/7/2001",7.93,"Philopotamidae",2
"2721",2368,"8/7/2001",7.93,"Hydroptilidae",3
"2722",2368,"8/7/2001",7.93,"Heptageniidae",2
"2723",2370,"8/6/2001",5.47,"Corydalidae",1
"2724",2370,"8/6/2001",5.47,"Heptageniidae",1
"2725",2370,"8/6/2001",5.47,"Leptohyphidae",1
"2726",2429,"8/9/2000",6.35,"Hydroptilidae",2
"2727",2431,"8/9/2000",2.43,"Gomphidae",1
"2728",2433,"8/9/2000",6.97,"Caenidae",1
"2729",2433,"8/9/2000",6.97,"Philopotamidae",1
"2730",2433,"8/9/2000",6.97,"Hydroptilidae",1
"2731",2433,"8/9/2000",6.97,"Perlidae",1
"2732",2433,"8/9/2000",6.97,"Leptohyphidae",1
"2733",2443,"9/12/2000",4.78,"Heptageniidae",1
"2734",2453,"9/13/2000",4.95,"Psephenidae",1
"2735",2487,"7/5/2000",3.23,"Leuctridae",1
"2736",2487,"7/5/2000",3.23,"Gomphidae",1
"2737",2488,"7/6/2000",7,"Philopotamidae",2
"2738",2488,"7/6/2000",7,"Leuctridae",1
"2739",2488,"7/6/2000",7,"Rhyacophilidae",1
"2740",2488,"7/6/2000",7,"Heptageniidae",1
"2741",2489,"7/6/2000",8.92,"Philopotamidae",2
"2742",2489,"7/6/2000",8.92,"Ephemerellidae",1
"2743",2489,"7/6/2000",8.92,"Glossosomatidae",1
"2744",2489,"7/6/2000",8.92,"Isonychiidae",1
"2745",2489,"7/6/2000",8.92,"Leuctridae",1
"2746",2489,"7/6/2000",8.92,"Perlidae",1
"2747",2489,"7/6/2000",8.92,"Psephenidae",1
"2748",2489,"7/6/2000",8.92,"Pteronarcidae",1
"2749",2489,"7/6/2000",8.92,"Rhyacophilidae",1
"2750",2489,"7/6/2000",8.92,"Heptageniidae",1
"2751",2489,"7/6/2000",8.92,"Peltoperlidae",1
"2752",2489,"7/6/2000",8.92,"Gomphidae",1
"2753",2490,"7/6/2000",8.44,"Perlidae",3
"2754",2490,"7/6/2000",8.44,"Philopotamidae",1
"2755",2490,"7/6/2000",8.44,"Glossosomatidae",1
"2756",2490,"7/6/2000",8.44,"Corydalidae",1
"2757",2490,"7/6/2000",8.44,"Polycentropodidae",1
"2758",2490,"7/6/2000",8.44,"Psephenidae",1
"2759",2490,"7/6/2000",8.44,"Rhyacophilidae",2
"2760",2490,"7/6/2000",8.44,"Peltoperlidae",1
"2761",2490,"7/6/2000",8.44,"Gomphidae",1
"2762",2490,"7/6/2000",8.44,"Leuctridae",1
"2763",2491,"7/6/2000",3.28,"Polycentropodidae",1
"2764",2495,"7/6/2000",6.85,"Glossosomatidae",1
"2765",2495,"7/6/2000",6.85,"Rhyacophilidae",2
"2766",2495,"7/6/2000",6.85,"Leuctridae",1
"2767",2495,"7/6/2000",6.85,"Perlidae",1
"2768",2498,"7/7/2000",8,"Philopotamidae",3
"2769",2498,"7/7/2000",8,"Psephenidae",1
"2770",2498,"7/7/2000",8,"Corydalidae",1
"2771",2498,"7/7/2000",8,"Rhyacophilidae",1
"2772",2498,"7/7/2000",8,"Heptageniidae",1
"2773",2498,"7/7/2000",8,"Ephemerellidae",1
"2774",2498,"7/7/2000",8,"Perlidae",1
"2775",2503,"7/11/2000",7.06,"Philopotamidae",2
"2776",2503,"7/11/2000",7.06,"Glossosomatidae",1
"2777",2503,"7/11/2000",7.06,"Hydroptilidae",1
"2778",2503,"7/11/2000",7.06,"Leuctridae",1
"2779",2507,"7/11/2000",6.63,"Philopotamidae",2
"2780",2507,"7/11/2000",6.63,"Leuctridae",1
"2781",2508,"7/12/2000",7,"Philopotamidae",2
"2782",2508,"7/12/2000",7,"Leuctridae",1
"2783",2508,"7/12/2000",7,"Corydalidae",1
"2784",2508,"7/12/2000",7,"Perlidae",1
"2785",2508,"7/12/2000",7,"Psephenidae",1
"2786",2508,"7/12/2000",7,"Capniidae",1
"2787",2509,"7/12/2000",7.76,"Philopotamidae",1
"2788",2509,"7/12/2000",7.76,"Isonychiidae",1
"2789",2509,"7/12/2000",7.76,"Leptophlebiidae",1
"2790",2509,"7/12/2000",7.76,"Psephenidae",1
"2791",2509,"7/12/2000",7.76,"Heptageniidae",3
"2792",2509,"7/12/2000",7.76,"Gomphidae",1
"2793",2514,"7/12/2000",4.35,"Rhyacophilidae",1
"2794",2517,"7/12/2000",7.24,"Athericidae",1
"2795",2517,"7/12/2000",7.24,"Philopotamidae",2
"2796",2517,"7/12/2000",7.24,"Isonychiidae",1
"2797",2517,"7/12/2000",7.24,"Psephenidae",1
"2798",2517,"7/12/2000",7.24,"Rhyacophilidae",1
"2799",2517,"7/12/2000",7.24,"Leuctridae",1
"2800",2518,"7/12/2000",4.9,"Ephemerellidae",1
"2801",2518,"7/12/2000",4.9,"Hydroptilidae",1
"2802",2518,"7/12/2000",4.9,"Corydalidae",1
"2803",2532,"8/3/2000",8.78,"Philopotamidae",1
"2804",2532,"8/3/2000",8.78,"Heptageniidae",1
"2805",2532,"8/3/2000",8.78,"Isonychiidae",1
"2806",2532,"8/3/2000",8.78,"Perlidae",2
"2807",2532,"8/3/2000",8.78,"Leptophlebiidae",1
"2808",2532,"8/3/2000",8.78,"Psephenidae",1
"2809",2532,"8/3/2000",8.78,"Capniidae",1
"2810",2532,"8/3/2000",8.78,"Ephemerellidae",1
"2811",2535,"8/3/2000",8.78,"Perlidae",1
"2812",2535,"8/3/2000",8.78,"Brachycentridae",1
"2813",2535,"8/3/2000",8.78,"Caenidae",1
"2814",2535,"8/3/2000",8.78,"Corydalidae",1
"2815",2535,"8/3/2000",8.78,"Isonychiidae",1
"2816",2535,"8/3/2000",8.78,"Heptageniidae",2
"2817",2535,"8/3/2000",8.78,"Rhyacophilidae",1
"2818",2535,"8/3/2000",8.78,"Ephemerellidae",1
"2819",2538,"8/9/2000",8.35,"Caenidae",1
"2820",2538,"8/9/2000",8.35,"Philopotamidae",2
"2821",2538,"8/9/2000",8.35,"Corydalidae",1
"2822",2538,"8/9/2000",8.35,"Leptophlebiidae",1
"2823",2538,"8/9/2000",8.35,"Pteronarcidae",1
"2824",2538,"8/9/2000",8.35,"Heptageniidae",1
"2825",2538,"8/9/2000",8.35,"Leptohyphidae",1
"2826",2538,"8/9/2000",8.35,"Gomphidae",1
"2827",2539,"8/9/2000",8.52,"Perlidae",2
"2828",2539,"8/9/2000",8.52,"Ephemeridae",1
"2829",2539,"8/9/2000",8.52,"Isonychiidae",1
"2830",2539,"8/9/2000",8.52,"Heptageniidae",3
"2831",2539,"8/9/2000",8.52,"Gomphidae",1
"2832",2539,"8/9/2000",8.52,"Psephenidae",1
"2833",2539,"8/9/2000",8.52,"Pteronarcidae",1
"2834",2539,"8/9/2000",8.52,"Leptohyphidae",1
"2835",2539,"8/9/2000",8.52,"Capniidae",1
"2836",2541,"8/15/2000",7.14,"Philopotamidae",1
"2837",2541,"8/15/2000",7.14,"Leuctridae",1
"2838",2541,"8/15/2000",7.14,"Psephenidae",1
"2839",2541,"8/15/2000",7.14,"Heptageniidae",1
"2840",2541,"8/15/2000",7.14,"Leptohyphidae",1
"2841",2542,"8/15/2000",7.94,"Perlidae",1
"2842",2542,"8/15/2000",7.94,"Philopotamidae",1
"2843",2542,"8/15/2000",7.94,"Psephenidae",1
"2844",2542,"8/15/2000",7.94,"Heptageniidae",1
"2845",2542,"8/15/2000",7.94,"Capniidae",1
"2846",2545,"8/15/2000",7.02,"Psephenidae",2
"2847",2545,"8/15/2000",7.02,"Hydroptilidae",1
"2848",2545,"8/15/2000",7.02,"Corydalidae",1
"2849",2545,"8/15/2000",7.02,"Heptageniidae",2
"2850",2554,"8/16/2000",7.6,"Perlidae",1
"2851",2554,"8/16/2000",7.6,"Athericidae",1
"2852",2554,"8/16/2000",7.6,"Brachycentridae",1
"2853",2554,"8/16/2000",7.6,"Philopotamidae",1
"2854",2554,"8/16/2000",7.6,"Heptageniidae",2
"2855",2554,"8/16/2000",7.6,"Ephemerellidae",1
"2856",2560,"8/17/2000",8.14,"Hydroptilidae",1
"2857",2560,"8/17/2000",8.14,"Isonychiidae",1
"2858",2560,"8/17/2000",8.14,"Rhyacophilidae",1
"2859",2560,"8/17/2000",8.14,"Heptageniidae",2
"2860",2563,"8/17/2000",7.55,"Athericidae",1
"2861",2563,"8/17/2000",7.55,"Philopotamidae",3
"2862",2563,"8/17/2000",7.55,"Isonychiidae",1
"2863",2563,"8/17/2000",7.55,"Corydalidae",1
"2864",2563,"8/17/2000",7.55,"Heptageniidae",1
"2865",2581,"8/29/2000",6.03,"Perlidae",1
"2866",2581,"8/29/2000",6.03,"Philopotamidae",1
"2867",2581,"8/29/2000",6.03,"Corydalidae",1
"2868",2581,"8/29/2000",6.03,"Psephenidae",1
"2869",2591,"9/13/2000",3.71,"Heptageniidae",1
"2870",2594,"9/13/2000",8.15,"Philopotamidae",1
"2871",2594,"9/13/2000",8.15,"Helicopsychidae",1
"2872",2594,"9/13/2000",8.15,"Leptophlebiidae",1
"2873",2594,"9/13/2000",8.15,"Psephenidae",1
"2874",2594,"9/13/2000",8.15,"Heptageniidae",4
"2875",2594,"9/13/2000",8.15,"Leptohyphidae",1
"2876",2598,"9/13/2000",6.06,"Athericidae",1
"2877",2598,"9/13/2000",6.06,"Philopotamidae",1
"2878",2598,"9/13/2000",6.06,"Isonychiidae",1
"2879",2598,"9/13/2000",6.06,"Heptageniidae",2
"2880",2607,"9/14/2000",7.89,"Athericidae",1
"2881",2607,"9/14/2000",7.89,"Caenidae",1
"2882",2607,"9/14/2000",7.89,"Glossosomatidae",1
"2883",2607,"9/14/2000",7.89,"Isonychiidae",1
"2884",2607,"9/14/2000",7.89,"Perlidae",1
"2885",2607,"9/14/2000",7.89,"Heptageniidae",2
"2886",2607,"9/14/2000",7.89,"Psephenidae",1
"2887",2624,"9/20/2000",7.54,"Perlidae",2
"2888",2624,"9/20/2000",7.54,"Glossosomatidae",1
"2889",2624,"9/20/2000",7.54,"Corydalidae",1
"2890",2624,"9/20/2000",7.54,"Psephenidae",1
"2891",2624,"9/20/2000",7.54,"Rhyacophilidae",1
"2892",2624,"9/20/2000",7.54,"Heptageniidae",1
"2893",2624,"9/20/2000",7.54,"Ephemerellidae",1
"2894",2625,"9/20/2000",6.82,"Perlidae",2
"2895",2625,"9/20/2000",6.82,"Philopotamidae",1
"2896",2625,"9/20/2000",6.82,"Ephemerellidae",1
"2897",2625,"9/20/2000",6.82,"Rhyacophilidae",1
"2898",2625,"9/20/2000",6.82,"Heptageniidae",1
"2899",2625,"9/20/2000",6.82,"Brachycentridae",1
"2900",2632,"7/15/1999",9.01,"Athericidae",1
"2901",2632,"7/15/1999",9.01,"Caenidae",1
"2902",2632,"7/15/1999",9.01,"Philopotamidae",2
"2903",2632,"7/15/1999",9.01,"Heptageniidae",4
"2904",2632,"7/15/1999",9.01,"Glossosomatidae",1
"2905",2632,"7/15/1999",9.01,"Isonychiidae",1
"2906",2632,"7/15/1999",9.01,"Perlidae",2
"2907",2632,"7/15/1999",9.01,"Psephenidae",1
"2908",2632,"7/15/1999",9.01,"Odontoceridae",1
"2909",2632,"7/15/1999",9.01,"Ephemerellidae",1
"2910",2633,"7/15/1999",8.27,"Brachycentridae",1
"2911",2633,"7/15/1999",8.27,"Caenidae",1
"2912",2633,"7/15/1999",8.27,"Philopotamidae",1
"2913",2633,"7/15/1999",8.27,"Ephemerellidae",3
"2914",2633,"7/15/1999",8.27,"Heptageniidae",2
"2915",2633,"7/15/1999",8.27,"Glossosomatidae",1
"2916",2633,"7/15/1999",8.27,"Isonychiidae",1
"2917",2633,"7/15/1999",8.27,"Perlidae",2
"2918",2633,"7/15/1999",8.27,"Psephenidae",1
"2919",2633,"7/15/1999",8.27,"Rhyacophilidae",2
"2920",2641,"8/25/1999",8.15,"Hydroptilidae",2
"2921",2641,"8/25/1999",8.15,"Caenidae",1
"2922",2641,"8/25/1999",8.15,"Philopotamidae",1
"2923",2641,"8/25/1999",8.15,"Helicopsychidae",1
"2924",2641,"8/25/1999",8.15,"Isonychiidae",1
"2925",2641,"8/25/1999",8.15,"Perlidae",1
"2926",2641,"8/25/1999",8.15,"Ephemerellidae",1
"2927",2641,"8/25/1999",8.15,"Heptageniidae",1
"2928",2641,"8/25/1999",8.15,"Leptohyphidae",1
"2929",2641,"8/25/1999",8.15,"Glossosomatidae",1
"2930",2658,"9/22/1999",7.23,"Ephemerellidae",1
"2931",2658,"9/22/1999",7.23,"Perlodidae",1
"2932",2658,"9/22/1999",7.23,"Rhyacophilidae",3
"2933",2658,"9/22/1999",7.23,"Chloroperlidae",1
"2934",2663,"8/5/1999",8,"Perlidae",2
"2935",2663,"8/5/1999",8,"Athericidae",1
"2936",2663,"8/5/1999",8,"Philopotamidae",2
"2937",2663,"8/5/1999",8,"Heptageniidae",2
"2938",2663,"8/5/1999",8,"Glossosomatidae",1
"2939",2663,"8/5/1999",8,"Lepidostomatidae",1
"2940",2663,"8/5/1999",8,"Corydalidae",1
"2941",2663,"8/5/1999",8,"Psephenidae",1
"2942",2663,"8/5/1999",8,"Rhyacophilidae",1
"2943",2663,"8/5/1999",8,"Ephemerellidae",1
"2944",2663,"8/5/1999",8,"Gomphidae",1
"2945",2671,"7/29/1999",6.2,"Perlidae",1
"2946",2671,"7/29/1999",6.2,"Brachycentridae",1
"2947",2671,"7/29/1999",6.2,"Nemouridae",1
"2948",2671,"7/29/1999",6.2,"Heptageniidae",1
"2949",2671,"7/29/1999",6.2,"Polycentropodidae",1
"2950",2671,"7/29/1999",6.2,"Rhyacophilidae",1
"2951",2671,"7/29/1999",6.2,"Capniidae",1
"2952",2690,"8/10/1999",6.01,"Caenidae",1
"2953",2690,"8/10/1999",6.01,"Philopotamidae",2
"2954",2690,"8/10/1999",6.01,"Helicopsychidae",1
"2955",2690,"8/10/1999",6.01,"Heptageniidae",1
"2956",2693,"8/18/1999",5.41,"Corydalidae",1
"2957",2693,"8/18/1999",5.41,"Gomphidae",1
"2958",2698,"9/16/1999",4.62,"Philopotamidae",1
"2959",2698,"9/16/1999",4.62,"Psephenidae",1
"2960",2698,"9/16/1999",4.62,"Heptageniidae",1
"2961",2735,"9/28/1999",4.79,"Psephenidae",1
"2962",2735,"9/28/1999",4.79,"Heptageniidae",1
"2963",2747,"9/28/1999",4.65,"Philopotamidae",1
"2964",2747,"9/28/1999",4.65,"Psephenidae",2
"2965",2747,"9/28/1999",4.65,"Corydalidae",1
"2966",2754,"9/13/1999",6.77,"Brachycentridae",1
"2967",2754,"9/13/1999",6.77,"Philopotamidae",1
"2968",2754,"9/13/1999",6.77,"Ephemerellidae",1
"2969",2754,"9/13/1999",6.77,"Leuctridae",1
"2970",2754,"9/13/1999",6.77,"Leptophlebiidae",1
"2971",2756,"8/10/1999",7.74,"Perlidae",1
"2972",2756,"8/10/1999",7.74,"Athericidae",1
"2973",2756,"8/10/1999",7.74,"Heptageniidae",3
"2974",2756,"8/10/1999",7.74,"Isonychiidae",1
"2975",2762,"9/15/1999",5.1,"Psephenidae",2
"2976",2762,"9/15/1999",5.1,"Heptageniidae",1
"2977",2771,"8/10/1999",8.77,"Perlidae",1
"2978",2771,"8/10/1999",8.77,"Athericidae",1
"2979",2771,"8/10/1999",8.77,"Philopotamidae",1
"2980",2771,"8/10/1999",8.77,"Heptageniidae",3
"2981",2771,"8/10/1999",8.77,"Hydroptilidae",1
"2982",2771,"8/10/1999",8.77,"Rhyacophilidae",1
"2983",2771,"8/10/1999",8.77,"Leuctridae",1
"2984",2772,"8/11/1999",7.57,"Philopotamidae",1
"2985",2772,"8/11/1999",7.57,"Hydroptilidae",1
"2986",2772,"8/11/1999",7.57,"Isonychiidae",1
"2987",2772,"8/11/1999",7.57,"Perlidae",1
"2988",2772,"8/11/1999",7.57,"Psephenidae",1
"2989",2772,"8/11/1999",7.57,"Ephemerellidae",1
"2990",2772,"8/11/1999",7.57,"Leptohyphidae",1
"2991",2772,"8/11/1999",7.57,"Heptageniidae",1
"2992",2803,"8/19/1999",8.87,"Perlidae",1
"2993",2803,"8/19/1999",8.87,"Philopotamidae",1
"2994",2803,"8/19/1999",8.87,"Heptageniidae",3
"2995",2803,"8/19/1999",8.87,"Hydroptilidae",1
"2996",2803,"8/19/1999",8.87,"Isonychiidae",1
"2997",2803,"8/19/1999",8.87,"Lepidostomatidae",1
"2998",2803,"8/19/1999",8.87,"Pteronarcidae",1
"2999",2803,"8/19/1999",8.87,"Rhyacophilidae",1
"3000",2803,"8/19/1999",8.87,"Ephemerellidae",1
"3001",2803,"8/19/1999",8.87,"Peltoperlidae",1
"3002",2805,"8/19/1999",8.72,"Athericidae",1
"3003",2805,"8/19/1999",8.72,"Philopotamidae",1
"3004",2805,"8/19/1999",8.72,"Heptageniidae",3
"3005",2805,"8/19/1999",8.72,"Isonychiidae",1
"3006",2805,"8/19/1999",8.72,"Perlidae",1
"3007",2805,"8/19/1999",8.72,"Odontoceridae",1
"3008",2811,"9/30/1999",8.69,"Perlidae",2
"3009",2811,"9/30/1999",8.69,"Philopotamidae",1
"3010",2811,"9/30/1999",8.69,"Isonychiidae",1
"3011",2811,"9/30/1999",8.69,"Lepidostomatidae",1
"3012",2811,"9/30/1999",8.69,"Leptophlebiidae",1
"3013",2811,"9/30/1999",8.69,"Psephenidae",1
"3014",2811,"9/30/1999",8.69,"Odontoceridae",1
"3015",2811,"9/30/1999",8.69,"Ephemerellidae",1
"3016",2811,"9/30/1999",8.69,"Heptageniidae",1
"3017",2811,"9/30/1999",8.69,"Chloroperlidae",1
"3018",2811,"9/30/1999",8.69,"Perlodidae",1
"3019",2815,"8/17/1999",6,"Brachycentridae",1
"3020",2815,"8/17/1999",6,"Gomphidae",1
"3021",2815,"8/17/1999",6,"Polycentropodidae",1
"3022",2815,"8/17/1999",6,"Leptohyphidae",1
"3023",2815,"8/17/1999",6,"Ephemerellidae",1
"3024",2817,"8/19/1999",7.49,"Philopotamidae",3
"3025",2817,"8/19/1999",7.49,"Heptageniidae",3
"3026",2817,"8/19/1999",7.49,"Isonychiidae",1
"3027",2852,"8/25/1998",5.42,"Corydalidae",1
"3028",2852,"8/25/1998",5.42,"Isonychiidae",1
"3029",2853,"8/25/1998",6.54,"Caenidae",1
"3030",2853,"8/25/1998",6.54,"Corydalidae",1
"3031",2853,"8/25/1998",6.54,"Isonychiidae",1
